LocName,LocatieLocalitate,LocatieDescriere
46. Biserica de lemn din Poienile Izei (Patrimoniul UNESCO),Poienile Izei MM,"Biserica de lemn din Poienile Izei Sfânta Paraschiva este una dintre cele mai vechi bisericile de lemn din Maramureș datând din 1604. Prezintă două etape de dezvoltare: partea de jos a zidurilor este din prima etapă de pe vremea când fundațiile erau pătrate; a doua etapă a adus înălțarea zidurilor decorarea interiorului cu picturi și este din secolul XVIII. În prima parte a anilor 1900 s-a construit veranda. Ea poartă hramul Sfintei Cuvioase Parascheva și se află în satul Poienile Izei comuna Poienile Izei județul Maramureș. A fost introdusă în patrimoniul mondial al UNESCO în decembrie 1999 și se află pe noua listă a monumentelor istorice cu codul LMI: MM-II-m-A-04605.
Bisericile de lemn din Budești-Josani Desești Bârsana Poienile Izei și Ieud Deal se află în Maramureșul istoric cele de la Șurdești și Plopiș sunt din vechea Țară a Chioarului iar Biserica Sf. Arhangheli din Rogoz e situată în Țara Lăpușului."
47. Biserica de lemn din Rogoz (Patrimoniul UNESCO),Rogoz MM,"Biserica de lemn „Sfinții Arhangheli Mihail și Gavril” din Rogoz comuna Târgu Lăpuş județul Maramureș este una dintre cele mai interesante și valoroase din Transilvania. Monumentul se află în Țara Lăpușului pe valea râului Lăpuș construcția sa fiind datată de tradiție în anul 1663 moment susținut de inscripția de la intrare care evocă invazia tătară din 1661: „de când au fostu robie în arde[a]lu”. Tradiția ridicării bisericii în anul 1663 de către obștea satului pe locul unei biserici mai vechi a fost desigur ținută vie de acea inscripție de la intrare nedatată dar ușor de fixat în timp. Și trăsăturile constructive trimit spre aceeași perioadă de timp.
Cu hramul Sfinților Arhangheli Mihail și Gavril Biserica de lemn din Rogoz a fost inclusă în patrimoniul mondial UNESCO din decembrie 1999 și pe noua listă a monumentelor istorice din 2010 cu codul LMI: MM-II-m-A-04618.
Bisericile de lemn din Budești-Josani Desești Bârsana Poienile Izei și Ieud Deal se află în Maramureșul istoric cele de la Șurdești și Plopiș sunt din vechea Țară a Chioarului iar Biserica Sf. Arhangheli din Rogoz e situată în Țara Lăpușului."
48. Biserica de lemn din Șurdești (Patrimoniul UNESCO),Șurdești MM,"Biserica de lemn din Șurdești cu hramul Sfinților Arhangheli Mihail și Gavril a fost construită în 1766 de meșterul țățărman Ion Macarie pentru comunitatea greco-catolică din localitate. Biserica se distinge prin dimensiunile impresionante ale turnului ridicat peste intrare. Înălțimea totală este aproximată la 54 m ceea ce o așează printre cele mai înalte construcții sacrale de lemn din Europa și din lume. Pictura interioară a fost adăugată în anii 1783 iar veranda cu doua niveluri și turnul înalt al clopotniței datează din secolul XIX. Pictura interioară a bisericii datează din 1783  altarul fiind pictat de către zugravul Ștefan naosul de către zugravul Stan iar pronaosul probabil de către un ucenic al acestuia din urmă.
Monumentul se află în satul Surdești comuna Șișești județul Maramureș fiind adăugat în patrimoniul mondial pe lista recomandărilor UNESCO încă din decembrie 1999 și fiind inclus și pe noua listă a monumentelor istorice din România cu codul LMI: MM-II-a-A-04769
Bisericile de lemn din Budești-Josani Desești Bârsana Poienile Izei și Ieud Deal se află în Maramureșul istoric cele de la Șurdești și Plopiș sunt din vechea Țară a Chioarului iar Biserica Sf. Arhangheli din Rogoz e situată în Țara Lăpușului."
49. Biserica de lemn Ilie Prorocul,Cupșeni MM,Cunoscută de localnici ca Bisericuța mică datează probabil anterior anului 1733. Este situată în județul Maramureș comuna Cupșeni satul Cupșeni la 68 km de municipiul Baia Mare și 20 km de orașul Târgu Lăpuș.
50. Biserica de lemn Nașterea Maicii Domnului Josani (Căieni),Călinești MM,Construită inițial ca mănăstire atestată în anul 1390. Este situată în județul Maramureș comuna Călinești satul Călinești la 30 km de municipiul Sighetu Marmației.
51. Biserica de lemn Sfinții Arhangheli,Borșa MM,A fost ridicată pe la 1700. Este situată în județul Maramureș orașul Borșa (pe drumul național 18 la 80 de km de la Iacobeni prin pasul Prislop).
52. Biserica de lemn Sfinții Arhangheli,Mănăstirea MM,Biserica de lemn  Sfinții Arhangheli Mihail și Gavril a fost ridicată între anii 1560 – 1633 de călugări ortodocși. Este situată în județul Maramureș comuna Giulești satul Mănăstirea la 18 km de de municipiul Sighetu Marmației (la 3 km de Drumul Național 18).
53. Biserica de lemn Sfinții Arhangheli Mihail și Gavril,Sat Breb MM,A fost ridicată în 1531 reclădită la 1626. Este situată în județul Maramureș comuna Ocna Șugatag satul Breb la  27 km de municipiul Sighetu Marmației.
54. Biserica de lemn Sfinții Arhangheli Mihail și Gavril,Bicaz MM,A fost ridicată în 1723 pe dealul numit Bicăjel. Este situată în judeţul Maramureș comuna Bicaz satul Bicaz la 62 km de municipiul Baia Mare (la 18 km de localitatea Cehu Silvaniei judeţul Sălaj).
55. Biserica de lemn Sfinții Arhangheli Mihail și Gavril,Strâmtura MM,A fost ridicată în secolul al XVII – lea în mijlocul cimitirului tencuită ulterior interior și exterior. Este situată în județul Maramureș comuna Strâmtura satul Strîmtura pe Valea Izei la 27 km de municipiul Sighetu Marmației.
56. Biserica de lemn Sfinții Ilie,Posta MM,Biserica Sfântul Ilie a fost ridicată la 1675 în stil maramureșan și s-a construit potrivit tradiției din lemnele aflate în jurul locului ales pentru construcție. Este situată în județul Maramureș comuna Remetea Chioarului satul Posta la 31 km de municipiul Baia Mare.
57. Biserica de lemn Sfinții Nicolae,Glod MM,"A fost ridicată pe la 1700 deosebindu-se prin forma rotundă dată de pridvorul pentagonal. Este situată în județul Maramureș comuna Strâmtura satul Glod pe Valea Izei la 35 km de municipiul Sighetu Marmației. "
58. Biserica de lemn Sfinții Nicolae,Bogdan Vodă MM,A fost ridicată în 1718 în localitatea Bogdan Vodă (Cuhea) așezare ce era centrul cnezatului de pe Valea Izei. Este situată în județul Maramureș comuna Bogdan Vodă satul Bogdan Vodă pe Valea Izei  la  50 km de municipiul Sighetu Marmației.
59. Biserica de lemn Sfinții Nicolae (a Bălenilor),Șăliștea de Sus MM,Biserica de lemn Sfântul Nicolae (Buleni) a fost ridicată pe la 1720. Este situată în județul Maramureș orașul Șăliștea de Sus pe Valea Izei la 50 km de municipiul Sighetu Marmației și 25 km de orașul Borșa.
60. Biserica de lemn Sfinții Nicolae - Josani,Budești MM,"Biserica de lemn din Budești Josani este o biserică de lemn maramureșeană în cheotori datată 1643 care este considerată o construcție ""magnifică"" pentru epoca sa și mult timp după aceea. Are un plan dreptunghiular cu absida poligonală decroșată. Picturi murale populare sunt datate din anul 1762. Biserica a fost inclusă pe lista patrimoniului mondial al UNESCO în decembrie 1999. Biserica de lemn din Budești-Josani are hramul Sfântului Nicolae încă din anul datării sale 1643."
61. Biserica din Borzești,Onești BC,"Biserică veche aflată chiar lângă Stejarul din Borzești cel cuprins în legenda cu Ștefan cel Mare (obiectiv separat). Este singura biserică ridicată de Ștefan cel Mare care nu e legată de o victorie într-o bătălie ci pentru amintirea prietenului (Gheorghiță Mitruț) său ucis de tătari chiar lângă acel loc. Nu ratați nici Muzeul din Borzești.
Idee primită de la Elena Cristina Cantacuz (met...c@gmail.com)"
62. Biserica din Criscior,Crişcior HD,"La Crişcior se păstrează o veche biserică de zid românească Biserica Adormirea Maicii Domnului. A fost ctitorită de cneazul Bălea și soţia sa jupâniţa Vişe la sfârşitul sec.XIV.. Biserica este de plan longitudinal cu turn-clopotniţă pe vest şi conservă pe pereţii pronaosului importante fragmente de pictură murală din epoca fundaţiei (tabloul votiv cu familia ctitorului scene biblice sfinți militari) opera unui maestru român de şcoală locală. A fost construită într-un stil de sinteză rezultând din îmbinarea unor elemente de tradiție bizantină și gotică filtrate printr-o viziune populară. Pe peretele nordic la exterior există resturi din ""Judecata de Apoi"". Absida a fost reconstruită şi amplificată în secolul XIX."
63. Biserica din Ostrov,Ostrov HD,Biserica Ostrov se afla in satul omonim din comuna Rau de Mori in judetul Hunedoara. Biserica este un locas de cult medieval ce pastreaza inca o parte din frescele originale ale acesteia. De asemenea biserica Ostrov este singura din Tara Hategului la care se poate discuta despre particularitatea ingradirii cimitirului. Gardul de cimitir pe care il poseda Biserica Ostrov fusese compus odinioara din aproape 300 de pietre romane de toate tipurile asezate intr-o veritabila expozitie unicat. Gardul era realizat din 208 piese sculpturale si epigrafice romane colectionate de catre nobilul patron al bisericii in perioada cuprinsa intre anii 1553-1585 din diferite locuri din vecinatatea Ostrovului. Acum au ramas acolo doar unele pietre greu lizibile si acestea deteriorate de intemperii. Dintre celelalte o parte au ajuns la muzeele din Sarmizegetusa si Deva.
64. Biserica din Ribiţa,Ribița HD,"Această biserică construită la 1414 din piatră de râu în stilul sala cu tavan este singurul ansamblu iconografic bizantin din Transilvania sec. XV păstrat integral. Pictura iniţială păstrată aici sub straturi succesive de var nu are numai o valoare artistică deosebită ci ea reprezintă un inestimabil ""document istoric”. Astfel Sorin Ulea spune că pictura de la Ribiţa şi în special chipul Arhanghelului Mihail pictat în altarul acestei biserici ""e un document istoric şi încă unul infinit mai important decât un document scris ce s-a păstrat de pe la 1400”. Acelaşi autor spune despre pictura de la Ribiţa că ar fi ""unicul document istoric ce dovedeşte fără replică posibilă ci doar prin simplul fapt că există continuitatea românilor din Transilvania continuitate nu numai biologică ci şi culturală”."
65. Biserica din Strei,Strei HD,Biserica Adormirea Maicii Domnului din Strei se află în localitatea Strei în vecinătatea orașului Călan județul Hunedoara. Construită în stilul de trecere de la romanic spre gotic într-o viziune locală la cumpăna dintre secolele 13 și 14 (anno 1392) biserica din Strei este unul dintre cele mai vechi și reprezentative monumente de arhitectură transilvană.
66. Biserica evanghelică din Cisnădie,Cisnădie SB,"Biserica evanghelică fortificată cu hramul Sf. Walpurga construită la începutul sec. XIII şi atestată din 1349 are trei nave. A fost fortificată după atacul turcesc din 1493. Turnul central a fost supraînălţat şi dotat cu metereze s-a construit două bastioane biserica a fost înconjurată de trei centuri de ziduri cu coridoare de apărare turnuri bastioane precum şi şanţuri ce puteau fi umplute cu apă. Turnul Paznicului al Primariei turnul Slaninei al Făurarilor de Seceri Turnul Şcolii s-a păstrat până-n astăzi. Turnul clopotniţă are şapte nivele şi o înălţime de 3250 m şi a ars de mai multe ori din cauza trăznetelor. În 1795 aici s-a instalat primul paratrăznet din Transilvania după metoda lui Raimarus din Hamburg. În această biserică s-a păstrat renumitul ""Tezaur de la Cisnădie"" care reprezenta averea bisericii apărată cu multă dârjenie. Era ascuns în perete şi doar 2 persoane cunoşteau locul unde anume. În 1793 când au desfăcut ascunzătoarea au găsit multe obiecte medievale de valoare.O parte din ele a fost folosite la restaurarea bisericii iar restul din anul 1915 se află la muzeul Brukenthal din Sibiu. În biserică se păstrează un clopot din 1664 o cristelniţă şi porţile altarului vechi. Pe peretele nordic al corului se văd urme de două fresce executate înainte de sec. XV. Tot aici se păstrează şi o cruce a primilor colonişti din sec. XII. ornată cu pietre albastre. Din vechiul altar poliptic pictat în 1525 de Vincentius Cibinensiss s-a păstrat doar partea de sus şi se află la muzeul Brukenthal."
67. Biserica fortificată de la Richiş,Richiş MS,"Interesanta basilica gotica veche de peste 500 de ani. Denumirea saseasca a satului este Reichesdorf. Intrarea se face pe sub un turn-poarta-clopotnita iar biserica are aspectul acela ciudat al tuturor bisericilor fara turn. Zidurile vechii cetati insa nu mai sunt in picioare in intregime. Turnul porţii este folosit acum ca turn de clopot; se mai văd găurile de aruncare şi se spune că în turn ar fi fost un ceas.
Acces:
1. Folosim soseaua Medias-Sighisoara pina in satul Saros pe Tirnave unde exista un indicator catre Biertan(10km). Urmatorul sat  dupa Biertan este Richis. Drumul se afla in stare buna in octombrie 2009.
2. Folosim soseaua Medias-Agnita aflata in stare decenta; intre localitatile Mosna si Barghis exista un indicator spre Biertan( 10km ) Acest drum este neasfaltat dar bun pe primii doi km. Apoi odata cu aparitia asfaltului drumul se prezinta in stare buna si dupa alti 2km suntem la Richis."
